,TS代码,股票代码,股票名称,行业
1804,300423.SZ,300423,鲁亿通,电气设备
1805,300424.SZ,300424,航新科技,航空
1806,300425.SZ,300425,环能科技,环境保护
1807,300426.SZ,300426,唐德影视,影视音像
1808,300427.SZ,300427,红相股份,电气设备
1809,300428.SZ,300428,四通新材,铝
1810,300429.SZ,300429,强力新材,化工原料
1811,300430.SZ,300430,诚益通,电器仪表
1812,300431.SZ,300431,暴风集团,互联网
1813,300432.SZ,300432,富临精工,汽车配件
1814,300433.SZ,300433,蓝思科技,元器件
1815,300434.SZ,300434,金石东方,化学制药
1816,300435.SZ,300435,中泰股份,机械基件
1817,300436.SZ,300436,广生堂,化学制药
1818,300437.SZ,300437,清水源,化工原料
1819,300438.SZ,300438,鹏辉能源,电气设备
1820,300439.SZ,300439,美康生物,医疗保健
1821,300440.SZ,300440,运达科技,软件服务
1822,300441.SZ,300441,鲍斯股份,机床制造
1823,300442.SZ,300442,普丽盛,轻工机械
1824,300443.SZ,300443,金雷股份,专用机械
1825,300444.SZ,300444,双杰电气,电气设备
1826,300445.SZ,300445,康斯特,电器仪表
1827,300446.SZ,300446,乐凯新材,化工原料
1828,300447.SZ,300447,全信股份,电气设备
1829,300448.SZ,300448,浩云科技,软件服务
1830,300449.SZ,300449,汉邦高科,电脑设备
1831,300450.SZ,300450,先导智能,专用机械
1832,300451.SZ,300451,创业慧康,软件服务
1833,300452.SZ,300452,山河药辅,化学制药
1834,300453.SZ,300453,三鑫医疗,医疗保健
1835,300454.SZ,300454,深信服,软件服务
1836,300455.SZ,300455,康拓红外,运输设备
1837,300456.SZ,300456,耐威科技,元器件
1838,300457.SZ,300457,赢合科技,专用机械
1839,300458.SZ,300458,全志科技,元器件
1840,300459.SZ,300459,金科文化,互联网
1841,300460.SZ,300460,惠伦晶体,元器件
1842,300461.SZ,300461,田中精机,专用机械
1843,300462.SZ,300462,华铭智能,专用机械
1844,300463.SZ,300463,迈克生物,医疗保健
1845,300464.SZ,300464,星徽精密,机械基件
1846,300465.SZ,300465,高伟达,软件服务
1847,300466.SZ,300466,赛摩电气,电器仪表
1848,300467.SZ,300467,迅游科技,互联网
1849,300468.SZ,300468,四方精创,软件服务
1850,300469.SZ,300469,信息发展,软件服务
1851,300470.SZ,300470,日机密封,机械基件
1852,300471.SZ,300471,厚普股份,专用机械
1853,300472.SZ,300472,新元科技,专用机械
1854,300473.SZ,300473,德尔股份,汽车配件
1855,300474.SZ,300474,景嘉微,元器件
1856,300475.SZ,300475,聚隆科技,专用机械
1857,300476.SZ,300476,胜宏科技,元器件
1858,300477.SZ,300477,合纵科技,电气设备
1859,300478.SZ,300478,杭州高新,橡胶
1860,300479.SZ,300479,神思电子,软件服务
1861,300480.SZ,300480,光力科技,电器仪表
1862,300481.SZ,300481,濮阳惠成,化工原料
1863,300482.SZ,300482,万孚生物,生物制药
1864,300483.SZ,300483,沃施股份,专用机械
1865,300484.SZ,300484,蓝海华腾,电气设备
1866,300485.SZ,300485,赛升药业,生物制药
1867,300486.SZ,300486,东杰智能,专用机械
1868,300487.SZ,300487,蓝晓科技,化工原料
1869,300488.SZ,300488,恒锋工具,机械基件
1870,300489.SZ,300489,中飞股份,铝
1871,300490.SZ,300490,华自科技,电气设备
1872,300491.SZ,300491,通合科技,电气设备
1873,300492.SZ,300492,山鼎设计,建筑施工
1874,300493.SZ,300493,润欣科技,通信设备
1875,300494.SZ,300494,盛天网络,互联网
1876,300495.SZ,300495,美尚生态,环境保护
1877,300496.SZ,300496,中科创达,软件服务
1878,300497.SZ,300497,富祥股份,化学制药
1879,300498.SZ,300498,温氏股份,农业综合
1880,300499.SZ,300499,高澜股份,专用机械
1881,300500.SZ,300500,启迪设计,建筑施工
1882,300501.SZ,300501,海顺新材,广告包装
1883,300502.SZ,300502,新易盛,通信设备
1884,300503.SZ,300503,昊志机电,机械基件
1885,300504.SZ,300504,天邑股份,通信设备
1886,300505.SZ,300505,川金诺,化工原料
1887,300506.SZ,300506,名家汇,建筑施工
1888,300507.SZ,300507,苏奥传感,汽车配件
1889,300508.SZ,300508,维宏股份,软件服务
1890,300509.SZ,300509,新美星,专用机械
1891,300510.SZ,300510,金冠股份,电气设备
1892,300511.SZ,300511,雪榕生物,种植业
1893,300512.SZ,300512,中亚股份,专用机械
1894,300513.SZ,300513,恒实科技,软件服务
1895,300514.SZ,300514,友讯达,通信设备
1896,300515.SZ,300515,三德科技,电器仪表
1897,300516.SZ,300516,久之洋,电器仪表
1898,300517.SZ,300517,海波重科,建筑施工
1899,300518.SZ,300518,盛讯达,软件服务
1900,300519.SZ,300519,新光药业,中成药
1901,300520.SZ,300520,科大国创,软件服务
1902,300521.SZ,300521,爱司凯,专用机械
1903,300522.SZ,300522,世名科技,染料涂料
1904,300523.SZ,300523,辰安科技,软件服务
1905,300525.SZ,300525,博思软件,软件服务
1906,300526.SZ,300526,中潜股份,专用机械
1907,300527.SZ,300527,中国应急,专用机械
1908,300528.SZ,300528,幸福蓝海,影视音像
1909,300529.SZ,300529,健帆生物,医疗保健
1910,300530.SZ,300530,达志科技,化工原料
1911,300531.SZ,300531,优博讯,软件服务
1912,300532.SZ,300532,今天国际,软件服务
1913,300533.SZ,300533,冰川网络,软件服务
1914,300534.SZ,300534,陇神戎发,中成药
1915,300535.SZ,300535,达威股份,化工原料
1916,300536.SZ,300536,农尚环境,建筑施工
1917,300537.SZ,300537,广信材料,染料涂料
1918,300538.SZ,300538,同益股份,批发业
1919,300539.SZ,300539,横河模具,塑料
1920,300540.SZ,300540,深冷股份,专用机械
1921,300541.SZ,300541,先进数通,软件服务
1922,300542.SZ,300542,新晨科技,软件服务
1923,300543.SZ,300543,朗科智能,电气设备
1924,300545.SZ,300545,联得装备,专用机械
1925,300546.SZ,300546,雄帝科技,元器件
1926,300547.SZ,300547,川环科技,橡胶
1927,300548.SZ,300548,博创科技,元器件
1928,300549.SZ,300549,优德精密,专用机械
1929,300550.SZ,300550,和仁科技,软件服务
1930,300551.SZ,300551,古鳌科技,专用机械
1931,300552.SZ,300552,万集科技,软件服务
1932,300553.SZ,300553,集智股份,电器仪表
1933,300554.SZ,300554,三超新材,矿物制品
1934,300555.SZ,300555,路通视信,通信设备
1935,300556.SZ,300556,丝路视觉,软件服务
1936,300557.SZ,300557,理工光科,电器仪表
1937,300558.SZ,300558,贝达药业,化学制药
1938,300559.SZ,300559,佳发教育,软件服务
1939,300560.SZ,300560,中富通,通信设备
1940,300561.SZ,300561,汇金科技,软件服务
1941,300562.SZ,300562,乐心医疗,医疗保健
1942,300563.SZ,300563,神宇股份,通信设备
1943,300565.SZ,300565,科信技术,通信设备
1944,300566.SZ,300566,激智科技,元器件
1945,300567.SZ,300567,精测电子,电器仪表
1946,300568.SZ,300568,星源材质,化工原料
1947,300569.SZ,300569,天能重工,专用机械
1948,300570.SZ,300570,太辰光,元器件
1949,300571.SZ,300571,平治信息,互联网
1950,300572.SZ,300572,安车检测,电器仪表
1951,300573.SZ,300573,兴齐眼药,化学制药
1952,300575.SZ,300575,中旗股份,农药化肥
1953,300576.SZ,300576,容大感光,染料涂料
1954,300577.SZ,300577,开润股份,纺织
1955,300578.SZ,300578,会畅通讯,通信设备
1956,300579.SZ,300579,数字认证,软件服务
1957,300580.SZ,300580,贝斯特,汽车配件
1958,300581.SZ,300581,晨曦航空,航空
1959,300582.SZ,300582,英飞特,半导体
1960,300583.SZ,300583,赛托生物,生物制药
1961,300584.SZ,300584,海辰药业,化学制药
1962,300585.SZ,300585,奥联电子,汽车配件
1963,300586.SZ,300586,美联新材,化工原料
1964,300587.SZ,300587,天铁股份,橡胶
1965,300588.SZ,300588,熙菱信息,软件服务
1966,300589.SZ,300589,江龙船艇,船舶
1967,300590.SZ,300590,移为通信,通信设备
1968,300591.SZ,300591,万里马,服饰
1969,300592.SZ,300592,华凯创意,软件服务
1970,300593.SZ,300593,新雷能,电气设备
1971,300595.SZ,300595,欧普康视,医疗保健
1972,300596.SZ,300596,利安隆,化工原料
1973,300597.SZ,300597,吉大通信,通信设备
1974,300598.SZ,300598,诚迈科技,软件服务
1975,300599.SZ,300599,雄塑科技,塑料
1976,300600.SZ,300600,瑞特股份,电气设备
1977,300601.SZ,300601,康泰生物,生物制药
1978,300602.SZ,300602,飞荣达,元器件
1979,300603.SZ,300603,立昂技术,通信设备
1980,300604.SZ,300604,长川科技,专用机械
1981,300605.SZ,300605,恒锋信息,软件服务
1982,300606.SZ,300606,金太阳,矿物制品
1983,300607.SZ,300607,拓斯达,专用机械
1984,300608.SZ,300608,思特奇,软件服务
1985,300609.SZ,300609,汇纳科技,互联网
1986,300610.SZ,300610,晨化股份,化工原料
1987,300611.SZ,300611,美力科技,机械基件
1988,300612.SZ,300612,宣亚国际,广告包装
1989,300613.SZ,300613,富瀚微,半导体
1990,300615.SZ,300615,欣天科技,元器件
1991,300616.SZ,300616,尚品宅配,家居用品
1992,300617.SZ,300617,安靠智电,电气设备
1993,300618.SZ,300618,寒锐钴业,小金属
1994,300619.SZ,300619,金银河,专用机械
1995,300620.SZ,300620,光库科技,元器件
1996,300621.SZ,300621,维业股份,装修装饰
1997,300622.SZ,300622,博士眼镜,其他商业
1998,300623.SZ,300623,捷捷微电,半导体
1999,300624.SZ,300624,万兴科技,软件服务
2000,300625.SZ,300625,三雄极光,半导体
2001,300626.SZ,300626,华瑞股份,电气设备
2002,300627.SZ,300627,华测导航,通信设备
2003,300628.SZ,300628,亿联网络,通信设备
2004,300629.SZ,300629,新劲刚,矿物制品
2005,300630.SZ,300630,普利制药,化学制药
2006,300631.SZ,300631,久吾高科,环境保护
2007,300632.SZ,300632,光莆股份,半导体
2008,300633.SZ,300633,开立医疗,医疗保健
2009,300634.SZ,300634,彩讯股份,软件服务
2010,300635.SZ,300635,达安股份,建筑施工
2011,300636.SZ,300636,同和药业,化学制药
2012,300637.SZ,300637,扬帆新材,化工原料
2013,300638.SZ,300638,广和通,通信设备
2014,300639.SZ,300639,凯普生物,医疗保健
2015,300640.SZ,300640,德艺文创,文教休闲
2016,300641.SZ,300641,正丹股份,化工原料
2017,300642.SZ,300642,透景生命,医疗保健
2018,300643.SZ,300643,万通智控,汽车配件
2019,300644.SZ,300644,南京聚隆,塑料
2020,300645.SZ,300645,正元智慧,软件服务
2021,300647.SZ,300647,超频三,元器件
2022,300648.SZ,300648,星云股份,电器仪表
2023,300649.SZ,300649,杭州园林,建筑施工
2024,300650.SZ,300650,太龙照明,电气设备
2025,300651.SZ,300651,金陵体育,文教休闲
2026,300652.SZ,300652,雷迪克,汽车配件
2027,300653.SZ,300653,正海生物,医疗保健
2028,300654.SZ,300654,世纪天鸿,出版业
2029,300655.SZ,300655,晶瑞股份,化工原料
2030,300656.SZ,300656,民德电子,电脑设备
2031,300657.SZ,300657,弘信电子,元器件
2032,300658.SZ,300658,延江股份,纺织
2033,300659.SZ,300659,中孚信息,软件服务
2034,300660.SZ,300660,江苏雷利,电气设备
2035,300661.SZ,300661,圣邦股份,元器件
2036,300662.SZ,300662,科锐国际,综合类
2037,300663.SZ,300663,科蓝软件,软件服务
2038,300664.SZ,300664,鹏鹞环保,环境保护
2039,300665.SZ,300665,飞鹿股份,染料涂料
2040,300666.SZ,300666,江丰电子,元器件
2041,300667.SZ,300667,必创科技,电器仪表
2042,300668.SZ,300668,杰恩设计,装修装饰
2043,300669.SZ,300669,沪宁股份,机械基件
2044,300670.SZ,300670,大烨智能,电气设备
2045,300671.SZ,300671,富满电子,半导体
2046,300672.SZ,300672,国科微,半导体
2047,300673.SZ,300673,佩蒂股份,饲料
2048,300674.SZ,300674,宇信科技,软件服务
2049,300675.SZ,300675,建科院,建筑施工
2050,300676.SZ,300676,华大基因,医疗保健
2051,300677.SZ,300677,英科医疗,医疗保健
2052,300678.SZ,300678,中科信息,软件服务
2053,300679.SZ,300679,电连技术,元器件
2054,300680.SZ,300680,隆盛科技,汽车配件
2055,300681.SZ,300681,英搏尔,元器件
2056,300682.SZ,300682,朗新科技,软件服务
2057,300683.SZ,300683,海特生物,生物制药
2058,300684.SZ,300684,中石科技,化工原料
2059,300685.SZ,300685,艾德生物,生物制药
2060,300686.SZ,300686,智动力,元器件
2061,300687.SZ,300687,赛意信息,软件服务
2062,300688.SZ,300688,创业黑马,综合类
2063,300689.SZ,300689,澄天伟业,元器件
2064,300690.SZ,300690,双一科技,电气设备
2065,300691.SZ,300691,联合光电,元器件
2066,300692.SZ,300692,中环环保,环境保护
2067,300693.SZ,300693,盛弘股份,电气设备
2068,300694.SZ,300694,蠡湖股份,汽车配件
2069,300695.SZ,300695,兆丰股份,汽车配件
2070,300696.SZ,300696,爱乐达,航空
2071,300697.SZ,300697,电工合金,铜
2072,300698.SZ,300698,万马科技,通信设备
2073,300699.SZ,300699,光威复材,化工原料
2074,300700.SZ,300700,岱勒新材,矿物制品
2075,300701.SZ,300701,森霸传感,元器件
2076,300702.SZ,300702,天宇股份,化学制药
2077,300703.SZ,300703,创源文化,文教休闲
2078,300705.SZ,300705,九典制药,化学制药
2079,300706.SZ,300706,阿石创,元器件
2080,300707.SZ,300707,威唐工业,专用机械
2081,300708.SZ,300708,聚灿光电,半导体
2082,300709.SZ,300709,精研科技,元器件
2083,300710.SZ,300710,万隆光电,通信设备
2084,300711.SZ,300711,广哈通信,通信设备
2085,300712.SZ,300712,永福股份,建筑施工
2086,300713.SZ,300713,英可瑞,电气设备
2087,300715.SZ,300715,凯伦股份,其他建材
2088,300716.SZ,300716,国立科技,塑料
2089,300717.SZ,300717,华信新材,塑料
2090,300718.SZ,300718,长盛轴承,机械基件
2091,300719.SZ,300719,安达维尔,航空
2092,300720.SZ,300720,海川智能,电器仪表
2093,300721.SZ,300721,怡达股份,化工原料
2094,300722.SZ,300722,新余国科,专用机械
2095,300723.SZ,300723,一品红,化学制药
2096,300724.SZ,300724,捷佳伟创,专用机械
2097,300725.SZ,300725,药石科技,化工原料
2098,300726.SZ,300726,宏达电子,元器件
2099,300727.SZ,300727,润禾材料,化工原料
2100,300729.SZ,300729,乐歌股份,家居用品
2101,300730.SZ,300730,科创信息,软件服务
2102,300731.SZ,300731,科创新源,橡胶
2103,300732.SZ,300732,设研院,建筑施工
2104,300733.SZ,300733,西菱动力,汽车配件
2105,300735.SZ,300735,光弘科技,通信设备
2106,300736.SZ,300736,百邦科技,通信设备
2107,300737.SZ,300737,科顺股份,其他建材
2108,300738.SZ,300738,奥飞数据,电信运营
2109,300739.SZ,300739,明阳电路,元器件
2110,300740.SZ,300740,御家汇,日用化工
2111,300741.SZ,300741,华宝股份,食品
2112,300742.SZ,300742,越博动力,汽车配件
2113,300743.SZ,300743,天地数码,电脑设备
2114,300745.SZ,300745,欣锐科技,汽车配件
2115,300746.SZ,300746,汉嘉设计,建筑施工
2116,300747.SZ,300747,锐科激光,元器件
2117,300748.SZ,300748,金力永磁,元器件
2118,300749.SZ,300749,顶固集创,家居用品
2119,300750.SZ,300750,宁德时代,电气设备
2120,300751.SZ,300751,迈为股份,专用机械
2121,300752.SZ,300752,隆利科技,元器件
2122,300753.SZ,300753,爱朋医疗,医疗保健
2123,300755.SZ,300755,华致酒行,其他商业
2124,300756.SZ,300756,中山金马,专用机械
2125,300757.SZ,300757,罗博特科,专用机械
2126,300758.SZ,300758,七彩化学,染料涂料
2127,300759.SZ,300759,康龙化成,化学制药
2128,300760.SZ,300760,迈瑞医疗,医疗保健
2129,300761.SZ,300761,立华股份,农业综合
2130,300762.SZ,300762,上海瀚讯,通信设备
2131,300763.SZ,300763,锦浪科技,电气设备
2132,300765.SZ,300765,新诺威,食品
2133,300766.SZ,300766,每日互动,互联网
2134,300767.SZ,300767,震安科技,橡胶
2135,300768.SZ,300768,迪普科技,软件服务
2136,300769.SZ,300769,德方纳米,化工原料
2137,300770.SZ,300770,新媒股份,影视音像
2138,300771.SZ,300771,智莱科技,电脑设备
2139,300772.SZ,300772,运达股份,电气设备
2140,300773.SZ,300773,拉卡拉,软件服务
2141,300775.SZ,300775,三角防务,航空
2142,300776.SZ,300776,帝尔激光,专用机械
2143,300777.SZ,300777,中简科技,化纤
2144,300778.SZ,300778,新城市,建筑施工
2145,300779.SZ,300779,惠城环保,环境保护
2146,300780.SZ,300780,德恩精工,机械基件
2147,300781.SZ,300781,因赛集团,广告包装
2148,600000.SH,600000,浦发银行,银行
2149,600004.SH,600004,白云机场,机场
2150,600006.SH,600006,东风汽车,汽车整车
2151,600007.SH,600007,中国国贸,园区开发
2152,600008.SH,600008,首创股份,环境保护
2153,600009.SH,600009,上海机场,机场
2154,600010.SH,600010,包钢股份,普钢
2155,600011.SH,600011,华能国际,火力发电
2156,600012.SH,600012,皖通高速,路桥
2157,600015.SH,600015,华夏银行,银行
2158,600016.SH,600016,民生银行,银行
2159,600017.SH,600017,日照港,港口
2160,600018.SH,600018,上港集团,港口
2161,600019.SH,600019,宝钢股份,普钢
2162,600020.SH,600020,中原高速,路桥
2163,600021.SH,600021,上海电力,火力发电
2164,600022.SH,600022,山东钢铁,普钢
2165,600023.SH,600023,浙能电力,火力发电
2166,600025.SH,600025,华能水电,水力发电
2167,600026.SH,600026,中远海能,水运
2168,600027.SH,600027,华电国际,火力发电
2169,600028.SH,600028,中国石化,石油加工
2170,600029.SH,600029,南方航空,空运
2171,600030.SH,600030,中信证券,证券
2172,600031.SH,600031,三一重工,工程机械
2173,600033.SH,600033,福建高速,路桥
2174,600035.SH,600035,楚天高速,路桥
2175,600036.SH,600036,招商银行,银行
2176,600037.SH,600037,歌华有线,影视音像
2177,600038.SH,600038,中直股份,航空
2178,600039.SH,600039,四川路桥,建筑施工
2179,600048.SH,600048,保利地产,全国地产
2180,600050.SH,600050,中国联通,电信运营
2181,600051.SH,600051,宁波联合,综合类
2182,600052.SH,600052,浙江广厦,影视音像
2183,600053.SH,600053,九鼎投资,多元金融
2184,600054.SH,600054,黄山旅游,旅游景点
2185,600055.SH,600055,万东医疗,医疗保健
2186,600056.SH,600056,中国医药,医药商业
2187,600057.SH,600057,厦门象屿,仓储物流
2188,600058.SH,600058,五矿发展,商贸代理
2189,600059.SH,600059,古越龙山,红黄药酒
2190,600060.SH,600060,海信电器,家用电器
2191,600061.SH,600061,国投资本,证券
2192,600062.SH,600062,华润双鹤,化学制药
2193,600063.SH,600063,皖维高新,化纤
2194,600064.SH,600064,南京高科,园区开发
2195,600066.SH,600066,宇通客车,汽车整车
2196,600067.SH,600067,冠城大通,全国地产
2197,600068.SH,600068,葛洲坝,建筑施工
2198,600069.SH,600069,银鸽投资,造纸
2199,600070.SH,600070,浙江富润,互联网
2200,600071.SH,600071,凤凰光学,元器件
2201,600072.SH,600072,中船科技,船舶
2202,600073.SH,600073,上海梅林,食品
2203,600074.SH,600074,*ST保千,电脑设备
2204,600075.SH,600075,新疆天业,化工原料
2205,600076.SH,600076,康欣新材,其他建材
2206,600077.SH,600077,宋都股份,全国地产
2207,600078.SH,600078,澄星股份,化工原料
2208,600079.SH,600079,人福医药,化学制药
2209,600080.SH,600080,金花股份,中成药
2210,600081.SH,600081,东风科技,汽车配件
2211,600082.SH,600082,海泰发展,园区开发
2212,600083.SH,600083,博信股份,综合类
2213,600084.SH,600084,*ST中葡,红黄药酒
2214,600085.SH,600085,同仁堂,中成药
2215,600086.SH,600086,东方金钰,服饰
2216,600088.SH,600088,中视传媒,影视音像
2217,600089.SH,600089,特变电工,电气设备
2218,600090.SH,600090,同济堂,医药商业
2219,600091.SH,600091,ST明科,化工原料
2220,600093.SH,600093,易见股份,仓储物流
2221,600094.SH,600094,大名城,区域地产
2222,600095.SH,600095,哈高科,区域地产
2223,600096.SH,600096,云天化,农药化肥
2224,600097.SH,600097,开创国际,渔业
2225,600098.SH,600098,广州发展,火力发电
2226,600099.SH,600099,林海股份,摩托车
2227,600100.SH,600100,同方股份,电脑设备
2228,600101.SH,600101,明星电力,水力发电
2229,600103.SH,600103,青山纸业,造纸
2230,600104.SH,600104,上汽集团,汽车整车
2231,600105.SH,600105,永鼎股份,通信设备
2232,600106.SH,600106,重庆路桥,路桥
2233,600107.SH,600107,美尔雅,服饰
2234,600108.SH,600108,亚盛集团,农业综合
2235,600109.SH,600109,国金证券,证券
2236,600110.SH,600110,诺德股份,电气设备
2237,600111.SH,600111,北方稀土,小金属
2238,600112.SH,600112,ST天成,电气设备
2239,600113.SH,600113,浙江东日,区域地产
2240,600114.SH,600114,东睦股份,机械基件
2241,600115.SH,600115,东方航空,空运
2242,600116.SH,600116,三峡水利,水力发电
2243,600117.SH,600117,西宁特钢,特种钢
2244,600118.SH,600118,中国卫星,航空
2245,600119.SH,600119,*ST长投,仓储物流
2246,600120.SH,600120,浙江东方,多元金融
2247,600121.SH,600121,郑州煤电,煤炭开采
2248,600122.SH,600122,宏图高科,其他商业
2249,600123.SH,600123,兰花科创,煤炭开采
2250,600125.SH,600125,铁龙物流,铁路
2251,600126.SH,600126,杭钢股份,普钢
2252,600127.SH,600127,金健米业,农业综合
2253,600128.SH,600128,弘业股份,商贸代理
2254,600129.SH,600129,太极集团,中成药
2255,600130.SH,600130,波导股份,通信设备
2256,600131.SH,600131,岷江水电,水力发电
2257,600132.SH,600132,重庆啤酒,啤酒
2258,600133.SH,600133,东湖高新,园区开发
2259,600135.SH,600135,乐凯胶片,化工原料
2260,600136.SH,600136,当代明诚,影视音像
2261,600137.SH,600137,浪莎股份,服饰
2262,600138.SH,600138,中青旅,旅游服务
2263,600139.SH,600139,西部资源,综合类
2264,600141.SH,600141,兴发集团,化工原料
2265,600143.SH,600143,金发科技,塑料
2266,600145.SH,600145,*ST新亿,陶瓷
2267,600146.SH,600146,商赢环球,服饰
2268,600148.SH,600148,长春一东,汽车配件
2269,600149.SH,600149,ST坊展,综合类
2270,600150.SH,600150,中国船舶,船舶
2271,600151.SH,600151,航天机电,半导体
2272,600152.SH,600152,维科技术,电气设备
2273,600153.SH,600153,建发股份,商贸代理
2274,600155.SH,600155,华创阳安,证券
2275,600156.SH,600156,华升股份,纺织
2276,600157.SH,600157,永泰能源,煤炭开采
2277,600158.SH,600158,中体产业,文教休闲
2278,600159.SH,600159,大龙地产,区域地产
2279,600160.SH,600160,巨化股份,化工原料
2280,600161.SH,600161,天坛生物,生物制药
2281,600162.SH,600162,香江控股,全国地产
2282,600163.SH,600163,中闽能源,新型电力
2283,600165.SH,600165,新日恒力,钢加工
2284,600166.SH,600166,福田汽车,汽车整车
2285,600167.SH,600167,联美控股,供气供热
2286,600168.SH,600168,武汉控股,水务
2287,600169.SH,600169,太原重工,工程机械
2288,600170.SH,600170,上海建工,建筑施工
2289,600171.SH,600171,上海贝岭,半导体
2290,600172.SH,600172,黄河旋风,矿物制品
2291,600173.SH,600173,卧龙地产,全国地产
2292,600175.SH,600175,美都能源,综合类
2293,600176.SH,600176,中国巨石,玻璃
2294,600177.SH,600177,雅戈尔,服饰
2295,600178.SH,600178,东安动力,汽车配件
2296,600179.SH,600179,安通控股,仓储物流
2297,600180.SH,600180,瑞茂通,仓储物流
2298,600182.SH,600182,S佳通,汽车配件
2299,600183.SH,600183,生益科技,元器件
2300,600184.SH,600184,光电股份,专用机械
2301,600185.SH,600185,格力地产,区域地产
2302,600186.SH,600186,*ST莲花,食品
2303,600187.SH,600187,国中水务,水务
2304,600188.SH,600188,兖州煤业,煤炭开采
2305,600189.SH,600189,吉林森工,软饮料
2306,600190.SH,600190,锦州港,港口
2307,600191.SH,600191,华资实业,食品
2308,600192.SH,600192,长城电工,电气设备
2309,600193.SH,600193,ST创兴,装修装饰
2310,600195.SH,600195,中牧股份,饲料
2311,600196.SH,600196,复星医药,化学制药
2312,600197.SH,600197,伊力特,白酒
2313,600198.SH,600198,大唐电信,通信设备
2314,600199.SH,600199,金种子酒,白酒
2315,600200.SH,600200,江苏吴中,化学制药
2316,600201.SH,600201,生物股份,生物制药
2317,600202.SH,600202,哈空调,电气设备
2318,600203.SH,600203,福日电子,元器件
2319,600206.SH,600206,有研新材,半导体
2320,600207.SH,600207,安彩高科,供气供热
2321,600208.SH,600208,新湖中宝,全国地产
2322,600209.SH,600209,ST罗顿,综合类
2323,600210.SH,600210,紫江企业,广告包装
2324,600211.SH,600211,西藏药业,中成药
2325,600212.SH,600212,江泉实业,综合类
2326,600213.SH,600213,亚星客车,汽车整车
2327,600215.SH,600215,长春经开,园区开发
2328,600216.SH,600216,浙江医药,化学制药
2329,600217.SH,600217,中再资环,环境保护
2330,600218.SH,600218,全柴动力,农用机械
2331,600219.SH,600219,南山铝业,铝
2332,600220.SH,600220,江苏阳光,纺织
2333,600221.SH,600221,海航控股,空运
2334,600222.SH,600222,太龙药业,中成药
2335,600223.SH,600223,鲁商置业,区域地产
2336,600225.SH,600225,天津松江,区域地产
2337,600226.SH,600226,瀚叶股份,互联网
2338,600227.SH,600227,圣济堂,农药化肥
2339,600228.SH,600228,ST昌九,化工原料
2340,600229.SH,600229,城市传媒,出版业
2341,600230.SH,600230,沧州大化,农药化肥
2342,600231.SH,600231,凌钢股份,普钢
2343,600232.SH,600232,金鹰股份,纺织
2344,600233.SH,600233,圆通速递,仓储物流
2345,600234.SH,600234,*ST山水,文教休闲
2346,600235.SH,600235,民丰特纸,造纸
2347,600236.SH,600236,桂冠电力,水力发电
2348,600237.SH,600237,铜峰电子,元器件
2349,600238.SH,600238,ST椰岛,红黄药酒
2350,600239.SH,600239,云南城投,区域地产
2351,600240.SH,600240,*ST华业,全国地产
2352,600241.SH,600241,时代万恒,商贸代理
2353,600242.SH,600242,中昌数据,软件服务
2354,600243.SH,600243,青海华鼎,机床制造
2355,600246.SH,600246,万通地产,区域地产
2356,600247.SH,600247,ST成城,商贸代理
2357,600248.SH,600248,延长化建,建筑施工
2358,600249.SH,600249,两面针,日用化工
2359,600250.SH,600250,南纺股份,商贸代理
2360,600251.SH,600251,冠农股份,农业综合
2361,600252.SH,600252,中恒集团,中成药
2362,600255.SH,600255,梦舟股份,铜
2363,600256.SH,600256,广汇能源,石油开采
2364,600257.SH,600257,大湖股份,渔业
2365,600258.SH,600258,首旅酒店,酒店餐饮
2366,600259.SH,600259,广晟有色,小金属
2367,600260.SH,600260,凯乐科技,通信设备
2368,600261.SH,600261,阳光照明,家用电器
2369,600262.SH,600262,北方股份,汽车整车
2370,600265.SH,600265,ST景谷,林业
2371,600266.SH,600266,北京城建,区域地产
2372,600267.SH,600267,海正药业,化学制药
2373,600268.SH,600268,国电南自,电气设备
2374,600269.SH,600269,赣粤高速,路桥
2375,600271.SH,600271,航天信息,电脑设备
2376,600272.SH,600272,开开实业,中成药
2377,600273.SH,600273,嘉化能源,化工原料
2378,600275.SH,600275,ST昌鱼,农业综合
2379,600276.SH,600276,恒瑞医药,化学制药
2380,600277.SH,600277,亿利洁能,综合类
2381,600278.SH,600278,东方创业,商贸代理
2382,600279.SH,600279,重庆港九,港口
2383,600280.SH,600280,中央商场,百货
2384,600281.SH,600281,太化股份,化工原料
2385,600282.SH,600282,南钢股份,普钢
2386,600283.SH,600283,钱江水利,水务
2387,600284.SH,600284,浦东建设,建筑施工
2388,600285.SH,600285,羚锐制药,中成药
2389,600287.SH,600287,江苏舜天,商贸代理
2390,600288.SH,600288,大恒科技,软件服务
2391,600289.SH,600289,*ST信通,软件服务
2392,600290.SH,600290,华仪电气,电气设备
2393,600291.SH,600291,西水股份,保险
2394,600292.SH,600292,远达环保,环境保护
2395,600293.SH,600293,三峡新材,互联网
2396,600295.SH,600295,鄂尔多斯,小金属
2397,600297.SH,600297,广汇汽车,汽车服务
2398,600298.SH,600298,安琪酵母,食品
2399,600299.SH,600299,安迪苏,化学制药
2400,600300.SH,600300,维维股份,软饮料
2401,600301.SH,600301,ST南化,化工原料
2402,600302.SH,600302,标准股份,纺织机械
2403,600303.SH,600303,曙光股份,汽车整车
